class,knowledge_questions,generated_knowledge
plaque,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
present,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
prostate,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
pulmonary artery,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
pulmonary artery branch,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
r. endocrine,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
reed-sternberg cell,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
retroperitoneal leiomyosarcoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
serosa,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
serous cystadenoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
sideis the,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
sites,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
smooth muscle actin,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
source,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
sourcedoes,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
stomachis stomach,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
stomachwhat,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
subserosal gray-white tumors,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
test tube,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
trophozoite,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
tube,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
tube adherent,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
tuberculous exudate,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
typical,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
uterus,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
varices,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
varicesis,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
variceswhat,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
venous thrombus,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
villous adenoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
villous adenomais,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
whipples,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]"
