class,knowledge_questions,generated_knowledge,vlm_reasoning_questions
appearance,"[""What superclasses or categories encompass the concept of appearance in a semantic hierarchy?"", ""Which biological or anatomical structures directly influence appearance?"", ""How does appearance relate to genetic or hereditary factors?"", ""What are the key attributes or characteristics that define appearance?"", ""What are the various types or categories of appearances across different species or populations?"", ""What environmental or external factors can impact appearance?"", ""What are the evolutionary advantages or disadvantages associated with specific appearances?"", ""How does appearance vary among different developmental stages or phases of an organism?"", ""What are the different methods or techniques used to analyze or quantify appearance?""]","[""appearance is classified under the superclasses [Phenotype, Morphology]."", ""appearance is directly influenced by biological structures such as [Genes, Chromosomes, DNA]."", ""appearance relates to genetic or hereditary factors through [Inheritance Patterns, Alleles, Genotype]."", ""appearance is defined by key attributes such as [Color, Shape, Size, Pattern]."", ""appearance categories vary across different species or populations, including [Morphs, Phenotypic Variations, Polymorphisms]."", ""appearance can be impacted by environmental factors such as [Light, Temperature, Nutrition]."", ""specific appearances can confer evolutionary advantages or disadvantages related to [Camouflage, Attractiveness, Thermoregulation]."", ""appearance varies among different developmental stages or phases due to [Growth, Maturation, Senescence]."", ""appearance can be analyzed or quantified using methods such as [Morphometrics, Spectrometry, Imaging Techniques].""]","[""Is there an object in the image that reflects genetic variations?"", ""Does the image contain a structure that exhibits hereditary traits?"", ""Is there something in the image that demonstrates phenotypic expressions?"", ""Is the object influenced by environmental conditions?"", ""Does the image contain a structure that displays morphological characteristics?""]"
appendix,"[""What are the superclasses of Appendix in an anatomical hierarchy?"", ""Which organ systems include the Appendix?"", ""What types of cells constitute the Appendix?"", ""What biological functions does the Appendix perform?"", ""What structural features characterize the Appendix\u2019s organization?"", ""Which enzymes or metabolic pathways are typically associated with the Appendix?"", ""What organ interactions occur with the Appendix in the digestive system?"", ""What data properties describe the Appendix, for example, its size and histological appearance?"", ""What axioms define the Appendix\u2019s role in the immune system?""]","[""The Appendix is classified under the superclasses [Organ, Gland]."", ""The Appendix is part of the following organ systems [Digestive System, Immune System]."", ""The Appendix is composed of cell types such as [Lymphocytes, Epithelial Cells]."", ""The Appendix performs biological functions including [Immune Response, Intestinal Absorption]."", ""The Appendix is characterized by structural features such as [Finger-like Projection, Mucosa, Lumen]."", ""The Appendix is associated with enzymes and pathways like [None]."", ""The Appendix interacts with organs such as [Small Intestine, Cecum]."", ""Descriptive properties of the Appendix include [Length, Histological Features, Vascularization]."", ""Axioms that define the Appendix include roles in [Immune Function, No Significant Role in Digestion].""]","[""Is there an object in the image that is part of the immune system?"", ""Does the image contain a structure involved in intestinal absorption?"", ""Is there something in the image that could be a finger-like projection?"", ""Is the object responsible for producing digestive enzymes?"", ""Does the image contain a gland of the endocrine system?""]"
appendixis,"[""What is the anatomical location of the appendix?"", ""What is the primary function of the appendix?"", ""What is the relationship between the appendix and the large intestine?"", ""What are the common pathologies or diseases associated with the appendix?"", ""What surgical procedures are typically performed on the appendix?"", ""What are the symptoms or signs of appendicitis?"", ""How does the appendix contribute to the immune system?"", ""What are the variations or anomalies that can occur in the appendix?""]","[""The appendix is located in the lower right quadrant of the abdomen."", ""The primary function of the appendix is to aid in immune system function and the production of antibodies."", ""The appendix is attached to the cecum of the large intestine."", ""Diseases associated with the appendix include appendicitis and appendiceal abscess."", ""Common surgical procedures for the appendix include appendectomy and laparoscopy."", ""Symptoms of appendicitis typically include pain starting around the belly button, low-grade fever, and nausea."", ""The appendix contains lymphoid tissue and contributes to the immune system."", ""Anatomical variations of the appendix include retrocecal, pelvic, and subhepatic positions.""]","[""Is there an object in the image that aids in immune system function and antibody production?"", ""Does the image contain a structure located in the lower right quadrant of the abdomen?"", ""Is there something in the image that is attached to the cecum?"", ""Does the image contain an organ associated with diseases like appendicitis and appendiceal abscess?"", ""Is the object susceptible to surgical procedures such as appendectomy and laparoscopy?"", ""Does the image contain a structure that typically causes pain starting around the belly button, low-grade fever, and nausea?"", ""Is there an object in the image that contains lymphoid tissue and contributes to the immune system?"", ""Does the image contain an anatomical variation that can be retrocecal, pelvic, or subhepatic?""]"
appendixwhat,"[""What are the superclasses of appendix in an anatomical hierarchy?"", ""Which organ systems include the appendix?"", ""What types of cells constitute the appendix?"", ""What biological functions does the appendix perform?"", ""What structural features characterize the appendix?"", ""Which enzymes or metabolic pathways are typically associated with the appendix?"", ""What organ interactions occur with the appendix in the digestive system?"", ""What data properties describe the appendix, for example, its size and weight?"", ""What axioms define the appendix\u2019s role in the immune system?""]","[""The appendix is classified under the superclass [Organ]."", ""The appendix is part of the organ system [Digestive System]."", ""The appendix is composed of cell types such as [Epithelial Cells, Lymphocytes]."", ""The appendix performs biological functions including [Immune Response, Intestinal Flora Regulation]."", ""The appendix is characterized by structural features such as [Tubular Shape, Mucosal Lining]."", ""The appendix is associated with enzymes and pathways like [None, Associated with Gut-Associated Lymphoid Tissue]."", ""The appendix interacts with organs such as [Small Intestine, Cecum]."", ""Descriptive properties of the appendix include [Size, Weight, Location, Histological Features]."", ""Axioms that define the appendix\u2019s role in the immune system include [Participation in Immune Response, Role in Commensal Bacteria Regulation].""]","[""Is there an object in the image that plays a role in the immune response?"", ""Does the image contain a structure that is part of the digestive system?"", ""Is there something in the image that is composed of epithelial cells?"", ""Is the object responsible for regulating intestinal flora?"", ""Does the image contain a tubular-shaped organ?""]"
artery,"[""What are the superclasses of Artery in a vascular ontology?"", ""What components or layers form the structure of the Artery?"", ""Which circulatory systems incorporate the Artery?"", ""What role does the Artery play in carrying oxygenated blood?"", ""What structural features characterize the Artery\u2019s wall?"", ""What data properties describe the Artery, such as its diameter or pressure?"", ""What axioms or logical definitions capture the Artery\u2019s function in blood circulation?"", ""How is the Artery integrated into the systemic vascular network?"", ""Which relationships define the Artery\u2019s interaction with other blood vessels?""]","[""The Artery is classified under the superclasses [Blood Vessel, Tubular Structure]."", ""The Artery is composed of structural components such as [Tunica Intima, Tunica Media, Tunica Adventitia]."", ""The Artery is part of the circulatory systems [Systemic Circulation, Pulmonary Circulation]."", ""The Artery has a primary role in carrying oxygenated blood from the heart to the body's tissues."", ""The Artery wall is characterized by structural features such as [Elasticity, Muscular Layer, Endothelium]."", ""Descriptive properties of the Artery include [Diameter, Wall Thickness, Blood Pressure]."", ""Axioms that define the Artery include its role in [Blood Transport, Oxygen Delivery, Nutrient Supply]."", ""The Artery is integrated into the systemic vascular network through connections with the heart and other vessels."", ""The Artery interacts with other blood vessels such as [Capillaries, Veins, Other Arteries].""]","[""Is there an object in the image that carries oxygenated blood from the heart?"", ""Does the image contain a structure with three distinct layers in its wall?"", ""Is there something in the image that is part of the circulatory system but not a vein or capillary?"", ""Does the image show a blood vessel that supplies oxygen and nutrients to tissues?"", ""Is the object characterized by a thin inner layer of endothelial cells?""]"
associated with,"[""What is the superclass of 'associated with' in a medical ontology?"", ""What types of entities can be 'associated with' each other in a medical context?"", ""How does the 'associated with' relationship impact the interpretation of medical data?"", ""What structural features do 'associated with' relationships exhibit in medical knowledge graphs?"", ""Which biological processes or pathways are typically 'associated with' a given medical condition?"", ""What logical properties or axioms define the 'associated with' relationship in medical reasoning?"", ""What organ systems or anatomical regions are influenced by 'associated with' relationships in medical diagnosis?"", ""What data properties describe the strength or degree of 'associated with' relationships in medical research?""]","[""The superclass of 'associated with' in a medical ontology is [Relationship]."", ""In medical contexts, 'associated with' relationships can exist between entities such as [Diseases, Symptoms, Treatments, Risk Factors]."", ""The 'associated with' relationship helps identify correlations or dependencies within medical data, aiding in diagnosis, prognosis, and treatment planning."", ""Structural features of 'associated with' relationships in medical knowledge graphs include [Nodes, Edges, Weights]."", ""Biological processes or pathways 'associated with' a medical condition vary depending on the condition but may include [Inflammation, Metabolism, Cell Signaling]."", ""Axioms defining the 'associated with' relationship in medical reasoning include [Causality, Correlation, Statistical Significance]."", ""Organ systems or anatomical regions influenced by 'associated with' relationships in medical diagnosis can vary widely, including [Cardiovascular, Respiratory, Nervous Systems]."", ""Data properties describing the strength or degree of 'associated with' relationships in medical research may include [Odds Ratio, Correlation Coefficient, P-value].""]","[""Is there an object in the image that has a relationship with another entity?"", ""Does the image contain a structure that is related to a disease process?"", ""Is there something in the image that interacts with other components within a biological pathway?"", ""Is the object part of a larger medical network involving multiple interconnected elements?"", ""Does the image contain a representation of a correlation or dependency between medical variables?""]"
atrophy,"[""What are the superclasses of Atrophy in an ontological hierarchy related to tissue pathology?"", ""Which anatomical structures or systems are commonly associated with Atrophy?"", ""What types of cells or tissues can undergo Atrophy?"", ""What biological processes or mechanisms contribute to the development of Atrophy?"", ""What structural changes characterize Atrophy at the cellular or tissue level?"", ""Which diseases or conditions are often linked to the occurrence of Atrophy?"", ""What data properties describe the severity or progression of Atrophy?"", ""What axioms or logical definitions capture the pathological nature of Atrophy?""]","[""Atrophy is classified under the superclasses [Disease, Cellular Change]."", ""Atrophy can affect anatomical structures such as [Muscles, Organs, Tissues]."", ""Atrophy primarily involves the degeneration of [Muscle Cells, Adipose Tissue, Epithelial Cells]."", ""Atrophy occurs due to various biological processes including [Denervation, Disuse, Inflammation]."", ""Atrophy is characterized by structural changes such as [Reduced Cell Size, Loss of Tissue Mass, Fibrosis]."", ""Atrophy is associated with diseases or conditions like [Aging, Malnutrition, Diabetes Mellitus]."", ""Descriptive properties of Atrophy include [Degree of Tissue Shrinkage, Functional Impairment, Histological Features]."", ""Axioms that define Atrophy include [Loss of Cellular Functionality, Progressive Tissue Degeneration, Impaired Organ Performance].""]","[""Is there an object in the image that has undergone degeneration due to disuse?"", ""Does the image contain a structure that is characterized by reduced cell size?"", ""Is there something in the image that is associated with aging?"", ""Is the object responsible for impaired organ performance?"", ""Does the image contain a disease that involves loss of tissue mass?""]"
atypia,"[""What are the superclasses of Atypia in a pathology ontology?"", ""How does Atypia relate to other pathological conditions, such as dysplasia or neoplasia?"", ""What types of cells or tissues can exhibit Atypia?"", ""What are the biological consequences or implications of Atypia?"", ""What structural or morphological features indicate Atypia in cells or tissues?"", ""What molecular or genetic alterations are associated with Atypia?"", ""How does Atypia impact tissue organization or architecture?"", ""What data properties describe the severity or degree of Atypia?"", ""What axioms or logical definitions capture the pathological significance of Atypia?""]","[""Atypia is classified under the superclasses [Abnormality, Cellular Alteration]."", ""Atypia is related to other pathological conditions such as [Dysplasia, Neoplasia]."", ""Atypia can be observed in various cell types or tissues including [Epithelium, Connective Tissue, Blood Cells]."", ""The biological consequences of Atypia include [Impaired Cellular Function, Altered Growth Patterns, Increased Risk of Malignancy]."", ""Structural features indicative of Atypia include [Abnormal Nuclear Morphology, Disorganized Tissue Architecture, Loss of Cellular Orientation]."", ""Atypia is associated with molecular or genetic alterations involving [Chromosomal Abnormalities, Oncogene Activation, Tumor Suppressor Gene Inactivation]."", ""Atypia disrupts normal tissue organization or architecture, leading to [Disorganized Cell Growth, Invasive Behavior, Angiogenesis]."", ""Data properties describing the severity or degree of Atypia include [Mild, Moderate, Severe]."", ""Axioms defining the pathological significance of Atypia include [Departure from Normal Cellular Characteristics, Potential for Malignant Transformation, Need for Further Investigation].""]","[""Is there an object in the image that exhibits disorganized tissue architecture?"", ""Does the image contain a structure that shows abnormal nuclear morphology?"", ""Is there something in the image that has impaired cellular function?"", ""Is the object responsible for altered growth patterns?"", ""Does the image contain a gland of the endocrine system?""]"
atypia seen,"[""What are the superclasses of atypia seen in a histopathological ontology?"", ""What types of cellular or tissue abnormalities indicate atypia seen?"", ""In which anatomical structures or organs can atypia seen occur?"", ""What are the diagnostic criteria or features for identifying atypia seen?"", ""How does atypia seen relate to the process of oncogenesis or cancer development?"", ""What are the potential clinical implications or risks associated with atypia seen?"", ""What are the different grades or levels of severity for atypia seen?"", ""How is atypia seen differentiated from normal cellular or tissue characteristics?"", ""What additional tests or investigations may be required for atypia seen?""]","[""atypia seen is classified under the superclasses [Cellular Abnormality, Tissue Dysplasia]."", ""atypia seen is characterized by abnormalities such as [Irregular Shape, Enlarged Nuclei, Disorganized Tissue Architecture]."", ""atypia seen can occur in various anatomical structures, including [Skin, Breast, Cervix]."", ""Diagnostic features for atypia seen include [Pleomorphism, Hyperchromatism, Loss of Normal Tissue Pattern]."", ""atypia seen is associated with the process of oncogenesis through mechanisms such as [Genetic Mutations, Uncontrolled Cell Growth]."", ""atypia seen may indicate a higher risk for the development of [Cancer, Malignant Tumors]."", ""Grading systems for atypia seen vary based on the severity of abnormalities observed, with grades ranging from [Mild, Moderate, Severe]."", ""atypia seen is differentiated from normal characteristics by its deviation from standard cellular or tissue morphology and organization."", ""Additional investigations for atypia seen may include [Immunohistochemistry, Genetic Testing, Radiological Imaging].""]","[""Is there an object in the image that shows irregular cellular shape and enlarged nuclei?"", ""Does the image contain something with disorganized tissue architecture and pleomorphism?"", ""Is there an object in the image characterized by loss of normal tissue pattern and hyperchromatism?"", ""Does the image show any structure that might indicate uncontrolled cell growth and genetic mutations?"", ""Is there something in the image that suggests a higher risk for the development of cancer?""]"
autopsy,"[""What are the superclasses of Autopsy in a medical examination hierarchy?"", ""Which types of information or findings are typically obtained from an Autopsy?"", ""What biological samples are collected during an Autopsy?"", ""What procedures or steps are involved in conducting an Autopsy?"", ""What equipment or tools are commonly used in an Autopsy?"", ""What data properties describe an Autopsy report, such as its format or content?"", ""What axioms or logical definitions capture the significance or purpose of an Autopsy?"", ""How is an Autopsy utilized in forensic investigations?"", ""What ethical considerations or legal implications are associated with an Autopsy?""]","[""The Autopsy is classified under the superclasses [Medical Examination, Postmortem Analysis]."", ""An Autopsy provides information on [Cause of Death, Disease Progression, Organ Health]."", ""During an Autopsy, samples such as [Tissue Specimens, Blood, Urine] are collected."", ""An Autopsy involves procedures like [Incision, Dissection, Organ Examination]."", ""Autopsy tools include [Scalpel, Forceps, Microscope]."", ""An Autopsy report typically includes data such as [Macroscopic Findings, Microscopic Analysis, Cause of Death]."", ""Autopsy axioms highlight its role in [Diagnostic Clarity, Research, Legal Proceedings]."", ""In forensic investigations, an Autopsy helps determine [Cause of Death, Toxicology, Trauma Analysis]."", ""Autopsy considerations include [Informed Consent, Privacy, Ethical Handling of Remains].""]","[""Is there an object in the image used for postmortem analysis?"", ""Does the image contain a medical examination involving incisions?"", ""Is there something in the image that provides information about disease progression?"", ""Is the object responsible for collecting tissue specimens?"", ""Does the image contain a tool used for dissection?""]"
beckwith-wiedemann syndrome,"[""What are the superclasses of Beckwith-Wiedemann syndrome in a genetic disorder ontology?"", ""Which genes or chromosomal regions are associated with Beckwith-Wiedemann syndrome?"", ""What phenotypic features are commonly observed in individuals with Beckwith-Wiedemann syndrome?"", ""What mode of inheritance characterizes Beckwith-Wiedemann syndrome?"", ""What are the diagnostic criteria for Beckwith-Wiedemann syndrome?"", ""What data properties describe the prevalence or incidence of Beckwith-Wiedemann syndrome?"", ""What axioms or logical definitions capture the pathophysiology of Beckwith-Wiedemann syndrome?"", ""How does Beckwith-Wiedemann syndrome relate to other genetic disorders or syndromes?"", ""What therapeutic approaches are used in the management of Beckwith-Wiedemann syndrome?""]","[""Beckwith-Wiedemann syndrome is classified under the superclasses [Genetic Disorder, Overgrowth Syndrome]."", ""Beckwith-Wiedemann syndrome is associated with genes or chromosomal regions such as [H19, p57KIP2, KCNQ1OT1, HOTTIP]."", ""Common clinical manifestations of Beckwith-Wiedemann syndrome include [Macroglossia, Macrosomia, Visceromegaly, Wilms Tumor]."", ""Beckwith-Wiedemann syndrome typically follows a [Paternal Imprinting] mode of inheritance."", ""Diagnostic criteria for Beckwith-Wiedemann syndrome include [Genetic Testing, Clinical Examination, Imaging Studies]."", ""Descriptive properties of Beckwith-Wiedemann syndrome include [Prevalence, Incidence Rate, Age of Onset]."", ""Axioms that capture the pathophysiology of Beckwith-Wiedemann syndrome involve [Abnormal Methylation, Uniparental Disomy, Genetic Heterogeneity]."", ""Beckwith-Wiedemann syndrome has genetic relationships with other disorders or syndromes such as [Silver-Russell Syndrome, Angelman Syndrome]."", ""Therapeutic approaches for Beckwith-Wiedemann syndrome may include [Surgery, Medications, Surveillance Strategies].""]","[""Is there a disorder in the image that is primarily characterized by overgrowth?"", ""Does the image contain a syndrome associated with genetic imprinting?"", ""Is there something in the image related to an overgrowth disorder with a specific mode of inheritance?"", ""Is the object in the image linked to a disorder with a higher risk of developing certain tumors?"", ""Does the image contain a condition that requires specific testing for diagnosis?""]"
bile duct cells,"[""What are the superclasses of bile duct cells in a cellular hierarchy?"", ""What types of tissues do bile duct cells constitute?"", ""Which organ systems include bile duct cells?"", ""What biological functions do bile duct cells perform?"", ""What structural features characterize bile duct cells?"", ""Which enzymes or metabolic pathways are typically associated with bile duct cells?"", ""What organ interactions occur with bile duct cells in the digestive system?"", ""What data properties describe bile duct cells?"", ""What axioms define the role of bile duct cells in digestion?""]","[""bile duct cells are classified under the superclasses [Epithelial Cells, Glandular Cells]."", ""bile duct cells constitute part of the tissue type [Epithelial Tissue]."", ""bile duct cells are part of the organ systems [Digestive System, Biliary System]."", ""bile duct cells perform biological functions including [Bile Secretion, Absorption, Transport]."", ""bile duct cells are characterized by structural features such as [Microvilli, Tight Junctions, Basolateral Membrane]."", ""bile duct cells are associated with enzymes and pathways like [Carbonic Anhydrase, Cl- / HCO3- Exchange, Na+ / K+ ATPase]."", ""bile duct cells interact with organs such as [Liver, Gallbladder, Duodenum]."", ""Descriptive properties of bile duct cells include [Cell Shape, Cell Size, Surface Area]."", ""Axioms that define the role of bile duct cells include functions in [Bile Modification, pH Regulation, Water Reabsorption].""]","[""Is there an object in the image that modifies bile composition?"", ""Does the image contain a structure involved in water reabsorption?"", ""Is there something in the image that regulates the secretion of digestive enzymes?"", ""Is the object responsible for absorbing nutrients from ingested food?"", ""Does the image contain a glandular cell type with microvilli?""]"
bundles,"[""What are the superclasses of bundles in a biomedical context?"", ""Which organ systems include bundles?"", ""What types of structures or fibers constitute bundles?"", ""What biological functions do bundles perform?"", ""What structural features characterize bundles?"", ""Which molecular components are typically associated with bundles?"", ""What organ interactions occur with bundles?"", ""What data properties describe bundles?"", ""What axioms define bundles\u2019 role in biological processes?""]","[""bundles are classified under the superclasses [Anatomical Structure, Connective Tissue]."", ""bundles are part of the following organ systems [Skeletal System, Muscular System]."", ""bundles are composed of structures such as [Fibers, Fascicles]."", ""bundles perform biological functions including [Force Transmission, Tissue Support]."", ""bundles are characterized by structural features such as [Parallel Alignment, Connective Tissue Sheath]."", ""bundles are associated with molecular components like [Collagen, Elastin]."", ""bundles interact with organs such as [Muscles, Bones, Tendons]."", ""Descriptive properties of bundles include [Size, Strength, Elasticity]."", ""Axioms that define bundles include roles in [Mechanical Stability, Force Distribution].""]","[""Is there an object in the image that provides structural support to muscles?"", ""Does the image contain a structure that facilitates force transmission between bones and muscles?"", ""Is there something in the image that could be composed of fascicles?"", ""Is the object responsible for maintaining the parallel alignment of fibers?"", ""Does the image contain a component of the skeletal system?""]"
