class,questons,label
protuberant,Does the image include a structure composed of lobules?,1
protuberant,Is there a part of the digestive system visible in the image?,1
protuberant,Is there an object in the image that produces insulin?,0
protuberant,Does the image contain a structure that regulates neurotransmitters?,0
protuberant,Is there something in the image that could be a spinal cord segment?,0
protuberant,Is the object responsible for pumping blood?,0
protuberant,Does the image contain a gland of the endocrine system?,0
proximal diaphysis,Is there a structure in the image that might produce bile?,1
proximal diaphysis,Does the image show an organ that could be involved in detoxifying substances?,1
proximal diaphysis,Is there something in the image that is connected to the gallbladder?,1
proximal diaphysis,Does the image include a structure composed of lobules?,1
proximal diaphysis,Is there a part of the digestive system visible in the image?,1
proximal diaphysis,Is there an object in the image that produces insulin?,0
proximal diaphysis,Does the image contain a structure that regulates neurotransmitters?,0
proximal diaphysis,Is there something in the image that could be a spinal cord segment?,0
proximal diaphysis,Is the object responsible for pumping blood?,0
proximal diaphysis,Does the image contain a gland of the endocrine system?,0
prussian,Is there a structure in the image that might produce bile?,1
prussian,Does the image show an organ that could be involved in detoxifying substances?,1
prussian,Is there something in the image that is connected to the gallbladder?,1
prussian,Does the image include a structure composed of lobules?,1
prussian,Is there a part of the digestive system visible in the image?,1
prussian,Is there an object in the image that produces insulin?,0
prussian,Does the image contain a structure that regulates neurotransmitters?,0
prussian,Is there something in the image that could be a spinal cord segment?,0
prussian,Is the object responsible for pumping blood?,0
prussian,Does the image contain a gland of the endocrine system?,0
prussian blue,Is there a structure in the image that might produce bile?,1
prussian blue,Does the image show an organ that could be involved in detoxifying substances?,1
prussian blue,Is there something in the image that is connected to the gallbladder?,1
prussian blue,Does the image include a structure composed of lobules?,1
prussian blue,Is there a part of the digestive system visible in the image?,1
prussian blue,Is there an object in the image that produces insulin?,0
prussian blue,Does the image contain a structure that regulates neurotransmitters?,0
prussian blue,Is there something in the image that could be a spinal cord segment?,0
prussian blue,Is the object responsible for pumping blood?,0
prussian blue,Does the image contain a gland of the endocrine system?,0
pseudomembrane,Is there a structure in the image that might produce bile?,1
pseudomembrane,Does the image show an organ that could be involved in detoxifying substances?,1
pseudomembrane,Is there something in the image that is connected to the gallbladder?,1
pseudomembrane,Does the image include a structure composed of lobules?,1
pseudomembrane,Is there a part of the digestive system visible in the image?,1
pseudomembrane,Is there an object in the image that produces insulin?,0
pseudomembrane,Does the image contain a structure that regulates neurotransmitters?,0
pseudomembrane,Is there something in the image that could be a spinal cord segment?,0
pseudomembrane,Is the object responsible for pumping blood?,0
pseudomembrane,Does the image contain a gland of the endocrine system?,0
pulmonary artery,Is there a structure in the image that might produce bile?,1
pulmonary artery,Does the image show an organ that could be involved in detoxifying substances?,1
pulmonary artery,Is there something in the image that is connected to the gallbladder?,1
pulmonary artery,Does the image include a structure composed of lobules?,1
pulmonary artery,Is there a part of the digestive system visible in the image?,1
pulmonary artery,Is there an object in the image that produces insulin?,0
pulmonary artery,Does the image contain a structure that regulates neurotransmitters?,0
pulmonary artery,Is there something in the image that could be a spinal cord segment?,0
pulmonary artery,Is the object responsible for pumping blood?,0
pulmonary artery,Does the image contain a gland of the endocrine system?,0
pulmonary artery branch,Is there a structure in the image that might produce bile?,1
pulmonary artery branch,Does the image show an organ that could be involved in detoxifying substances?,1
pulmonary artery branch,Is there something in the image that is connected to the gallbladder?,1
pulmonary artery branch,Does the image include a structure composed of lobules?,1
pulmonary artery branch,Is there a part of the digestive system visible in the image?,1
pulmonary artery branch,Is there an object in the image that produces insulin?,0
pulmonary artery branch,Does the image contain a structure that regulates neurotransmitters?,0
pulmonary artery branch,Is there something in the image that could be a spinal cord segment?,0
pulmonary artery branch,Is the object responsible for pumping blood?,0
pulmonary artery branch,Does the image contain a gland of the endocrine system?,0
pulmonary osteoarthropathy,Is there a structure in the image that might produce bile?,1
pulmonary osteoarthropathy,Does the image show an organ that could be involved in detoxifying substances?,1
pulmonary osteoarthropathy,Is there something in the image that is connected to the gallbladder?,1
pulmonary osteoarthropathy,Does the image include a structure composed of lobules?,1
pulmonary osteoarthropathy,Is there a part of the digestive system visible in the image?,1
pulmonary osteoarthropathy,Is there an object in the image that produces insulin?,0
pulmonary osteoarthropathy,Does the image contain a structure that regulates neurotransmitters?,0
pulmonary osteoarthropathy,Is there something in the image that could be a spinal cord segment?,0
pulmonary osteoarthropathy,Is the object responsible for pumping blood?,0
pulmonary osteoarthropathy,Does the image contain a gland of the endocrine system?,0
purpuric hemorrhages,Is there a structure in the image that might produce bile?,1
purpuric hemorrhages,Does the image show an organ that could be involved in detoxifying substances?,1
purpuric hemorrhages,Is there something in the image that is connected to the gallbladder?,1
purpuric hemorrhages,Does the image include a structure composed of lobules?,1
purpuric hemorrhages,Is there a part of the digestive system visible in the image?,1
purpuric hemorrhages,Is there an object in the image that produces insulin?,0
purpuric hemorrhages,Does the image contain a structure that regulates neurotransmitters?,0
purpuric hemorrhages,Is there something in the image that could be a spinal cord segment?,0
purpuric hemorrhages,Is the object responsible for pumping blood?,0
purpuric hemorrhages,Does the image contain a gland of the endocrine system?,0
purulent,Is there a structure in the image that might produce bile?,1
purulent,Does the image show an organ that could be involved in detoxifying substances?,1
purulent,Is there something in the image that is connected to the gallbladder?,1
purulent,Does the image include a structure composed of lobules?,1
purulent,Is there a part of the digestive system visible in the image?,1
purulent,Is there an object in the image that produces insulin?,0
purulent,Does the image contain a structure that regulates neurotransmitters?,0
purulent,Is there something in the image that could be a spinal cord segment?,0
purulent,Is the object responsible for pumping blood?,0
purulent,Does the image contain a gland of the endocrine system?,0
purulent sinusitis,Is there a structure in the image that might produce bile?,1
purulent sinusitis,Does the image show an organ that could be involved in detoxifying substances?,1
purulent sinusitis,Is there something in the image that is connected to the gallbladder?,1
purulent sinusitis,Does the image include a structure composed of lobules?,1
purulent sinusitis,Is there a part of the digestive system visible in the image?,1
purulent sinusitis,Is there an object in the image that produces insulin?,0
purulent sinusitis,Does the image contain a structure that regulates neurotransmitters?,0
purulent sinusitis,Is there something in the image that could be a spinal cord segment?,0
purulent sinusitis,Is the object responsible for pumping blood?,0
purulent sinusitis,Does the image contain a gland of the endocrine system?,0
pyelonephritis carcinoma,Is there a structure in the image that might produce bile?,1
pyelonephritis carcinoma,Does the image show an organ that could be involved in detoxifying substances?,1
pyelonephritis carcinoma,Is there something in the image that is connected to the gallbladder?,1
pyelonephritis carcinoma,Does the image include a structure composed of lobules?,1
pyelonephritis carcinoma,Is there a part of the digestive system visible in the image?,1
pyelonephritis carcinoma,Is there an object in the image that produces insulin?,0
pyelonephritis carcinoma,Does the image contain a structure that regulates neurotransmitters?,0
pyelonephritis carcinoma,Is there something in the image that could be a spinal cord segment?,0
pyelonephritis carcinoma,Is the object responsible for pumping blood?,0
pyelonephritis carcinoma,Does the image contain a gland of the endocrine system?,0
pyknotic,Is there a structure in the image that might produce bile?,1
pyknotic,Does the image show an organ that could be involved in detoxifying substances?,1
pyknotic,Is there something in the image that is connected to the gallbladder?,1
pyknotic,Does the image include a structure composed of lobules?,1
pyknotic,Is there a part of the digestive system visible in the image?,1
pyknotic,Is there an object in the image that produces insulin?,0
pyknotic,Does the image contain a structure that regulates neurotransmitters?,0
pyknotic,Is there something in the image that could be a spinal cord segment?,0
pyknotic,Is the object responsible for pumping blood?,0
pyknotic,Does the image contain a gland of the endocrine system?,0
pyogenic granuloma,Is there a structure in the image that might produce bile?,1
pyogenic granuloma,Does the image show an organ that could be involved in detoxifying substances?,1
pyogenic granuloma,Is there something in the image that is connected to the gallbladder?,1
pyogenic granuloma,Does the image include a structure composed of lobules?,1
pyogenic granuloma,Is there a part of the digestive system visible in the image?,1
pyogenic granuloma,Is there an object in the image that produces insulin?,0
pyogenic granuloma,Does the image contain a structure that regulates neurotransmitters?,0
pyogenic granuloma,Is there something in the image that could be a spinal cord segment?,0
pyogenic granuloma,Is the object responsible for pumping blood?,0
pyogenic granuloma,Does the image contain a gland of the endocrine system?,0
radiation therapy,Is there a structure in the image that might produce bile?,1
radiation therapy,Does the image show an organ that could be involved in detoxifying substances?,1
radiation therapy,Is there something in the image that is connected to the gallbladder?,1
radiation therapy,Does the image include a structure composed of lobules?,1
radiation therapy,Is there a part of the digestive system visible in the image?,1
radiation therapy,Is there an object in the image that produces insulin?,0
radiation therapy,Does the image contain a structure that regulates neurotransmitters?,0
radiation therapy,Is there something in the image that could be a spinal cord segment?,0
radiation therapy,Is the object responsible for pumping blood?,0
radiation therapy,Does the image contain a gland of the endocrine system?,0
reactive,Is there a structure in the image that might produce bile?,1
reactive,Does the image show an organ that could be involved in detoxifying substances?,1
reactive,Is there something in the image that is connected to the gallbladder?,1
reactive,Does the image include a structure composed of lobules?,1
reactive,Is there a part of the digestive system visible in the image?,1
reactive,Is there an object in the image that produces insulin?,0
reactive,Does the image contain a structure that regulates neurotransmitters?,0
reactive,Is there something in the image that could be a spinal cord segment?,0
reactive,Is the object responsible for pumping blood?,0
reactive,Does the image contain a gland of the endocrine system?,0
recovery,Is there a structure in the image that might produce bile?,1
recovery,Does the image show an organ that could be involved in detoxifying substances?,1
recovery,Is there something in the image that is connected to the gallbladder?,1
recovery,Does the image include a structure composed of lobules?,1
recovery,Is there a part of the digestive system visible in the image?,1
recovery,Is there an object in the image that produces insulin?,0
recovery,Does the image contain a structure that regulates neurotransmitters?,0
recovery,Is there something in the image that could be a spinal cord segment?,0
recovery,Is the object responsible for pumping blood?,0
recovery,Does the image contain a gland of the endocrine system?,0
red cells,Is there a structure in the image that might produce bile?,1
red cells,Does the image show an organ that could be involved in detoxifying substances?,1
red cells,Is there something in the image that is connected to the gallbladder?,1
red cells,Does the image include a structure composed of lobules?,1
red cells,Is there a part of the digestive system visible in the image?,1
red cells,Is there an object in the image that produces insulin?,0
red cells,Does the image contain a structure that regulates neurotransmitters?,0
red cells,Is there something in the image that could be a spinal cord segment?,0
red cells,Is the object responsible for pumping blood?,0
red cells,Does the image contain a gland of the endocrine system?,0
red polypeptides,Is there a structure in the image that might produce bile?,1
red polypeptides,Does the image show an organ that could be involved in detoxifying substances?,1
red polypeptides,Is there something in the image that is connected to the gallbladder?,1
red polypeptides,Does the image include a structure composed of lobules?,1
red polypeptides,Is there a part of the digestive system visible in the image?,1
red polypeptides,Is there an object in the image that produces insulin?,0
red polypeptides,Does the image contain a structure that regulates neurotransmitters?,0
red polypeptides,Is there something in the image that could be a spinal cord segment?,0
red polypeptides,Is the object responsible for pumping blood?,0
red polypeptides,Does the image contain a gland of the endocrine system?,0
reed-sternberg cell,Is there a structure in the image that might produce bile?,1
reed-sternberg cell,Does the image show an organ that could be involved in detoxifying substances?,1
reed-sternberg cell,Is there something in the image that is connected to the gallbladder?,1
reed-sternberg cell,Does the image include a structure composed of lobules?,1
reed-sternberg cell,Is there a part of the digestive system visible in the image?,1
reed-sternberg cell,Is there an object in the image that produces insulin?,0
reed-sternberg cell,Does the image contain a structure that regulates neurotransmitters?,0
reed-sternberg cell,Is there something in the image that could be a spinal cord segment?,0
reed-sternberg cell,Is the object responsible for pumping blood?,0
reed-sternberg cell,Does the image contain a gland of the endocrine system?,0
renal cyst,Is there a structure in the image that might produce bile?,1
renal cyst,Does the image show an organ that could be involved in detoxifying substances?,1
renal cyst,Is there something in the image that is connected to the gallbladder?,1
renal cyst,Does the image include a structure composed of lobules?,1
renal cyst,Is there a part of the digestive system visible in the image?,1
renal cyst,Is there an object in the image that produces insulin?,0
renal cyst,Does the image contain a structure that regulates neurotransmitters?,0
renal cyst,Is there something in the image that could be a spinal cord segment?,0
renal cyst,Is the object responsible for pumping blood?,0
renal cyst,Does the image contain a gland of the endocrine system?,0
renal p,Is there a structure in the image that might produce bile?,1
renal p,Does the image show an organ that could be involved in detoxifying substances?,1
renal p,Is there something in the image that is connected to the gallbladder?,1
renal p,Does the image include a structure composed of lobules?,1
renal p,Is there a part of the digestive system visible in the image?,1
renal p,Is there an object in the image that produces insulin?,0
renal p,Does the image contain a structure that regulates neurotransmitters?,0
renal p,Is there something in the image that could be a spinal cord segment?,0
renal p,Is the object responsible for pumping blood?,0
renal p,Does the image contain a gland of the endocrine system?,0
repair,Is there a structure in the image that might produce bile?,1
repair,Does the image show an organ that could be involved in detoxifying substances?,1
repair,Is there something in the image that is connected to the gallbladder?,1
repair,Does the image include a structure composed of lobules?,1
repair,Is there a part of the digestive system visible in the image?,1
repair,Is there an object in the image that produces insulin?,0
repair,Does the image contain a structure that regulates neurotransmitters?,0
repair,Is there something in the image that could be a spinal cord segment?,0
repair,Is the object responsible for pumping blood?,0
repair,Does the image contain a gland of the endocrine system?,0
replication,Is there a structure in the image that might produce bile?,1
replication,Does the image show an organ that could be involved in detoxifying substances?,1
replication,Is there something in the image that is connected to the gallbladder?,1
replication,Does the image include a structure composed of lobules?,1
replication,Is there a part of the digestive system visible in the image?,1
replication,Is there an object in the image that produces insulin?,0
replication,Does the image contain a structure that regulates neurotransmitters?,0
replication,Is there something in the image that could be a spinal cord segment?,0
replication,Is the object responsible for pumping blood?,0
replication,Does the image contain a gland of the endocrine system?,0
reproductive,Is there a structure in the image that might produce bile?,1
reproductive,Does the image show an organ that could be involved in detoxifying substances?,1
reproductive,Is there something in the image that is connected to the gallbladder?,1
reproductive,Does the image include a structure composed of lobules?,1
reproductive,Is there a part of the digestive system visible in the image?,1
reproductive,Is there an object in the image that produces insulin?,0
reproductive,Does the image contain a structure that regulates neurotransmitters?,0
reproductive,Is there something in the image that could be a spinal cord segment?,0
reproductive,Is the object responsible for pumping blood?,0
reproductive,Does the image contain a gland of the endocrine system?,0
reproductive system,Is there a structure in the image that might produce bile?,1
reproductive system,Does the image show an organ that could be involved in detoxifying substances?,1
reproductive system,Is there something in the image that is connected to the gallbladder?,1
reproductive system,Does the image include a structure composed of lobules?,1
reproductive system,Is there a part of the digestive system visible in the image?,1
reproductive system,Is there an object in the image that produces insulin?,0
reproductive system,Does the image contain a structure that regulates neurotransmitters?,0
reproductive system,Is there something in the image that could be a spinal cord segment?,0
reproductive system,Is the object responsible for pumping blood?,0
reproductive system,Does the image contain a gland of the endocrine system?,0
resemble,Is there a structure in the image that might produce bile?,1
resemble,Does the image show an organ that could be involved in detoxifying substances?,1
resemble,Is there something in the image that is connected to the gallbladder?,1
resemble,Does the image include a structure composed of lobules?,1
resemble,Is there a part of the digestive system visible in the image?,1
resemble,Is there an object in the image that produces insulin?,0
resemble,Does the image contain a structure that regulates neurotransmitters?,0
resemble,Is there something in the image that could be a spinal cord segment?,0
resemble,Is the object responsible for pumping blood?,0
resemble,Does the image contain a gland of the endocrine system?,0
respiratory,Is there a structure in the image that might produce bile?,1
respiratory,Does the image show an organ that could be involved in detoxifying substances?,1
respiratory,Is there something in the image that is connected to the gallbladder?,1
respiratory,Does the image include a structure composed of lobules?,1
respiratory,Is there a part of the digestive system visible in the image?,1
respiratory,Is there an object in the image that produces insulin?,0
respiratory,Does the image contain a structure that regulates neurotransmitters?,0
respiratory,Is there something in the image that could be a spinal cord segment?,0
respiratory,Is the object responsible for pumping blood?,0
respiratory,Does the image contain a gland of the endocrine system?,0
retroperitoneal liposarcoma,Is there a structure in the image that might produce bile?,1
retroperitoneal liposarcoma,Does the image show an organ that could be involved in detoxifying substances?,1
retroperitoneal liposarcoma,Is there something in the image that is connected to the gallbladder?,1
retroperitoneal liposarcoma,Does the image include a structure composed of lobules?,1
retroperitoneal liposarcoma,Is there a part of the digestive system visible in the image?,1
retroperitoneal liposarcoma,Is there an object in the image that produces insulin?,0
retroperitoneal liposarcoma,Does the image contain a structure that regulates neurotransmitters?,0
retroperitoneal liposarcoma,Is there something in the image that could be a spinal cord segment?,0
retroperitoneal liposarcoma,Is the object responsible for pumping blood?,0
retroperitoneal liposarcoma,Does the image contain a gland of the endocrine system?,0
reversible,Is there a structure in the image that might produce bile?,1
reversible,Does the image show an organ that could be involved in detoxifying substances?,1
reversible,Is there something in the image that is connected to the gallbladder?,1
reversible,Does the image include a structure composed of lobules?,1
reversible,Is there a part of the digestive system visible in the image?,1
reversible,Is there an object in the image that produces insulin?,0
reversible,Does the image contain a structure that regulates neurotransmitters?,0
reversible,Is there something in the image that could be a spinal cord segment?,0
reversible,Is the object responsible for pumping blood?,0
reversible,Does the image contain a gland of the endocrine system?,0
rheumatoid arthritis,Is there a structure in the image that might produce bile?,1
rheumatoid arthritis,Does the image show an organ that could be involved in detoxifying substances?,1
rheumatoid arthritis,Is there something in the image that is connected to the gallbladder?,1
rheumatoid arthritis,Does the image include a structure composed of lobules?,1
rheumatoid arthritis,Is there a part of the digestive system visible in the image?,1
rheumatoid arthritis,Is there an object in the image that produces insulin?,0
rheumatoid arthritis,Does the image contain a structure that regulates neurotransmitters?,0
rheumatoid arthritis,Is there something in the image that could be a spinal cord segment?,0
rheumatoid arthritis,Is the object responsible for pumping blood?,0
rheumatoid arthritis,Does the image contain a gland of the endocrine system?,0
rheumatoid nodule,Is there a structure in the image that might produce bile?,1
rheumatoid nodule,Does the image show an organ that could be involved in detoxifying substances?,1
rheumatoid nodule,Is there something in the image that is connected to the gallbladder?,1
rheumatoid nodule,Does the image include a structure composed of lobules?,1
rheumatoid nodule,Is there a part of the digestive system visible in the image?,1
rheumatoid nodule,Is there an object in the image that produces insulin?,0
rheumatoid nodule,Does the image contain a structure that regulates neurotransmitters?,0
rheumatoid nodule,Is there something in the image that could be a spinal cord segment?,0
rheumatoid nodule,Is the object responsible for pumping blood?,0
rheumatoid nodule,Does the image contain a gland of the endocrine system?,0
rickettsia,Is there a structure in the image that might produce bile?,1
rickettsia,Does the image show an organ that could be involved in detoxifying substances?,1
rickettsia,Is there something in the image that is connected to the gallbladder?,1
rickettsia,Does the image include a structure composed of lobules?,1
rickettsia,Is there a part of the digestive system visible in the image?,1
rickettsia,Is there an object in the image that produces insulin?,0
rickettsia,Does the image contain a structure that regulates neurotransmitters?,0
rickettsia,Is there something in the image that could be a spinal cord segment?,0
rickettsia,Is the object responsible for pumping blood?,0
rickettsia,Does the image contain a gland of the endocrine system?,0
right carotid artery,Is there a structure in the image that might produce bile?,1
right carotid artery,Does the image show an organ that could be involved in detoxifying substances?,1
right carotid artery,Is there something in the image that is connected to the gallbladder?,1
right carotid artery,Does the image include a structure composed of lobules?,1
right carotid artery,Is there a part of the digestive system visible in the image?,1
right carotid artery,Is there an object in the image that produces insulin?,0
right carotid artery,Does the image contain a structure that regulates neurotransmitters?,0
right carotid artery,Is there something in the image that could be a spinal cord segment?,0
right carotid artery,Is the object responsible for pumping blood?,0
right carotid artery,Does the image contain a gland of the endocrine system?,0
right coronary artery,Is there a structure in the image that might produce bile?,1
right coronary artery,Does the image show an organ that could be involved in detoxifying substances?,1
right coronary artery,Is there something in the image that is connected to the gallbladder?,1
right coronary artery,Does the image include a structure composed of lobules?,1
right coronary artery,Is there a part of the digestive system visible in the image?,1
right coronary artery,Is there an object in the image that produces insulin?,0
right coronary artery,Does the image contain a structure that regulates neurotransmitters?,0
right coronary artery,Is there something in the image that could be a spinal cord segment?,0
right coronary artery,Is the object responsible for pumping blood?,0
right coronary artery,Does the image contain a gland of the endocrine system?,0
right middle cerebral artery,Is there a structure in the image that might produce bile?,1
right middle cerebral artery,Does the image show an organ that could be involved in detoxifying substances?,1
right middle cerebral artery,Is there something in the image that is connected to the gallbladder?,1
right middle cerebral artery,Does the image include a structure composed of lobules?,1
right middle cerebral artery,Is there a part of the digestive system visible in the image?,1
right middle cerebral artery,Is there an object in the image that produces insulin?,0
right middle cerebral artery,Does the image contain a structure that regulates neurotransmitters?,0
right middle cerebral artery,Is there something in the image that could be a spinal cord segment?,0
right middle cerebral artery,Is the object responsible for pumping blood?,0
right middle cerebral artery,Does the image contain a gland of the endocrine system?,0
right part of the field,Is there a structure in the image that might produce bile?,1
right part of the field,Does the image show an organ that could be involved in detoxifying substances?,1
right part of the field,Is there something in the image that is connected to the gallbladder?,1
right part of the field,Does the image include a structure composed of lobules?,1
right part of the field,Is there a part of the digestive system visible in the image?,1
right part of the field,Is there an object in the image that produces insulin?,0
right part of the field,Does the image contain a structure that regulates neurotransmitters?,0
right part of the field,Is there something in the image that could be a spinal cord segment?,0
right part of the field,Is the object responsible for pumping blood?,0
right part of the field,Does the image contain a gland of the endocrine system?,0
right photomicrograph,Is there a structure in the image that might produce bile?,1
right photomicrograph,Does the image show an organ that could be involved in detoxifying substances?,1
right photomicrograph,Is there something in the image that is connected to the gallbladder?,1
right photomicrograph,Does the image include a structure composed of lobules?,1
right photomicrograph,Is there a part of the digestive system visible in the image?,1
right photomicrograph,Is there an object in the image that produces insulin?,0
right photomicrograph,Does the image contain a structure that regulates neurotransmitters?,0
right photomicrograph,Is there something in the image that could be a spinal cord segment?,0
right photomicrograph,Is the object responsible for pumping blood?,0
right photomicrograph,Does the image contain a gland of the endocrine system?,0
right side,Is there a structure in the image that might produce bile?,1
right side,Does the image show an organ that could be involved in detoxifying substances?,1
right side,Is there something in the image that is connected to the gallbladder?,1
right side,Does the image include a structure composed of lobules?,1
right side,Is there a part of the digestive system visible in the image?,1
right side,Is there an object in the image that produces insulin?,0
right side,Does the image contain a structure that regulates neurotransmitters?,0
right side,Is there something in the image that could be a spinal cord segment?,0
right side,Is the object responsible for pumping blood?,0
right side,Does the image contain a gland of the endocrine system?,0
rim,Is there a structure in the image that might produce bile?,1
rim,Does the image show an organ that could be involved in detoxifying substances?,1
rim,Is there something in the image that is connected to the gallbladder?,1
rim,Does the image include a structure composed of lobules?,1
rim,Is there a part of the digestive system visible in the image?,1
rim,Is there an object in the image that produces insulin?,0
rim,Does the image contain a structure that regulates neurotransmitters?,0
rim,Is there something in the image that could be a spinal cord segment?,0
rim,Is the object responsible for pumping blood?,0
rim,Does the image contain a gland of the endocrine system?,0
robin sndrome,Is there a structure in the image that might produce bile?,1
robin sndrome,Does the image show an organ that could be involved in detoxifying substances?,1
robin sndrome,Is there something in the image that is connected to the gallbladder?,1
robin sndrome,Does the image include a structure composed of lobules?,1
robin sndrome,Is there a part of the digestive system visible in the image?,1
robin sndrome,Is there an object in the image that produces insulin?,0
robin sndrome,Does the image contain a structure that regulates neurotransmitters?,0
robin sndrome,Is there something in the image that could be a spinal cord segment?,0
robin sndrome,Is the object responsible for pumping blood?,0
robin sndrome,Does the image contain a gland of the endocrine system?,0
rocky mountain,Is there a structure in the image that might produce bile?,1
rocky mountain,Does the image show an organ that could be involved in detoxifying substances?,1
rocky mountain,Is there something in the image that is connected to the gallbladder?,1
rocky mountain,Does the image include a structure composed of lobules?,1
rocky mountain,Is there a part of the digestive system visible in the image?,1
rocky mountain,Is there an object in the image that produces insulin?,0
rocky mountain,Does the image contain a structure that regulates neurotransmitters?,0
rocky mountain,Is there something in the image that could be a spinal cord segment?,0
rocky mountain,Is the object responsible for pumping blood?,0
rocky mountain,Does the image contain a gland of the endocrine system?,0
round nuclei,Is there a structure in the image that might produce bile?,1
round nuclei,Does the image show an organ that could be involved in detoxifying substances?,1
round nuclei,Is there something in the image that is connected to the gallbladder?,1
round nuclei,Does the image include a structure composed of lobules?,1
round nuclei,Is there a part of the digestive system visible in the image?,1
round nuclei,Is there an object in the image that produces insulin?,0
round nuclei,Does the image contain a structure that regulates neurotransmitters?,0
round nuclei,Is there something in the image that could be a spinal cord segment?,0
round nuclei,Is the object responsible for pumping blood?,0
round nuclei,Does the image contain a gland of the endocrine system?,0
round regular tumour cells,Is there a structure in the image that might produce bile?,1
round regular tumour cells,Does the image show an organ that could be involved in detoxifying substances?,1
round regular tumour cells,Is there something in the image that is connected to the gallbladder?,1
round regular tumour cells,Does the image include a structure composed of lobules?,1
round regular tumour cells,Is there a part of the digestive system visible in the image?,1
round regular tumour cells,Is there an object in the image that produces insulin?,0
round regular tumour cells,Does the image contain a structure that regulates neurotransmitters?,0
round regular tumour cells,Is there something in the image that could be a spinal cord segment?,0
round regular tumour cells,Is the object responsible for pumping blood?,0
round regular tumour cells,Does the image contain a gland of the endocrine system?,0
ruptured,Is there a structure in the image that might produce bile?,1
ruptured,Does the image show an organ that could be involved in detoxifying substances?,1
ruptured,Is there something in the image that is connected to the gallbladder?,1
ruptured,Does the image include a structure composed of lobules?,1
ruptured,Is there a part of the digestive system visible in the image?,1
ruptured,Is there an object in the image that produces insulin?,0
ruptured,Does the image contain a structure that regulates neurotransmitters?,0
ruptured,Is there something in the image that could be a spinal cord segment?,0
ruptured,Is the object responsible for pumping blood?,0
ruptured,Does the image contain a gland of the endocrine system?,0
sac,Is there a structure in the image that might produce bile?,1
sac,Does the image show an organ that could be involved in detoxifying substances?,1
sac,Is there something in the image that is connected to the gallbladder?,1
sac,Does the image include a structure composed of lobules?,1
sac,Is there a part of the digestive system visible in the image?,1
sac,Is there an object in the image that produces insulin?,0
sac,Does the image contain a structure that regulates neurotransmitters?,0
sac,Is there something in the image that could be a spinal cord segment?,0
sac,Is the object responsible for pumping blood?,0
sac,Does the image contain a gland of the endocrine system?,0
saccular aneurysm,Is there a structure in the image that might produce bile?,1
saccular aneurysm,Does the image show an organ that could be involved in detoxifying substances?,1
saccular aneurysm,Is there something in the image that is connected to the gallbladder?,1
saccular aneurysm,Does the image include a structure composed of lobules?,1
saccular aneurysm,Is there a part of the digestive system visible in the image?,1
saccular aneurysm,Is there an object in the image that produces insulin?,0
saccular aneurysm,Does the image contain a structure that regulates neurotransmitters?,0
saccular aneurysm,Is there something in the image that could be a spinal cord segment?,0
saccular aneurysm,Is the object responsible for pumping blood?,0
saccular aneurysm,Does the image contain a gland of the endocrine system?,0
saphenous vein graft sclerosis,Is there a structure in the image that might produce bile?,1
saphenous vein graft sclerosis,Does the image show an organ that could be involved in detoxifying substances?,1
saphenous vein graft sclerosis,Is there something in the image that is connected to the gallbladder?,1
saphenous vein graft sclerosis,Does the image include a structure composed of lobules?,1
saphenous vein graft sclerosis,Is there a part of the digestive system visible in the image?,1
saphenous vein graft sclerosis,Is there an object in the image that produces insulin?,0
saphenous vein graft sclerosis,Does the image contain a structure that regulates neurotransmitters?,0
saphenous vein graft sclerosis,Is there something in the image that could be a spinal cord segment?,0
saphenous vein graft sclerosis,Is the object responsible for pumping blood?,0
saphenous vein graft sclerosis,Does the image contain a gland of the endocrine system?,0
sarcoid,Is there a structure in the image that might produce bile?,1
sarcoid,Does the image show an organ that could be involved in detoxifying substances?,1
sarcoid,Is there something in the image that is connected to the gallbladder?,1
sarcoid,Does the image include a structure composed of lobules?,1
sarcoid,Is there a part of the digestive system visible in the image?,1
sarcoid,Is there an object in the image that produces insulin?,0
sarcoid,Does the image contain a structure that regulates neurotransmitters?,0
sarcoid,Is there something in the image that could be a spinal cord segment?,0
sarcoid,Is the object responsible for pumping blood?,0
sarcoid,Does the image contain a gland of the endocrine system?,0
sarcoplasm,Is there a structure in the image that might produce bile?,1
sarcoplasm,Does the image show an organ that could be involved in detoxifying substances?,1
sarcoplasm,Is there something in the image that is connected to the gallbladder?,1
sarcoplasm,Does the image include a structure composed of lobules?,1
sarcoplasm,Is there a part of the digestive system visible in the image?,1
sarcoplasm,Is there an object in the image that produces insulin?,0
sarcoplasm,Does the image contain a structure that regulates neurotransmitters?,0
sarcoplasm,Is there something in the image that could be a spinal cord segment?,0
sarcoplasm,Is the object responsible for pumping blood?,0
sarcoplasm,Does the image contain a gland of the endocrine system?,0
sarcoplasmic reticulum,Is there a structure in the image that might produce bile?,1
sarcoplasmic reticulum,Does the image show an organ that could be involved in detoxifying substances?,1
sarcoplasmic reticulum,Is there something in the image that is connected to the gallbladder?,1
sarcoplasmic reticulum,Does the image include a structure composed of lobules?,1
sarcoplasmic reticulum,Is there a part of the digestive system visible in the image?,1
sarcoplasmic reticulum,Is there an object in the image that produces insulin?,0
sarcoplasmic reticulum,Does the image contain a structure that regulates neurotransmitters?,0
sarcoplasmic reticulum,Is there something in the image that could be a spinal cord segment?,0
sarcoplasmic reticulum,Is the object responsible for pumping blood?,0
